location,roadSize,bedrooms,bathrooms,landarea,price,builtOn
"Kapan, Kathmandu",12 Feet,4,4,2.2 Anna,Rs. 1.55 Cr,2074 B.S
"Bsthali, Kathmandu",20 Feet,6,3,13.2 Anna,Rs. 7 Cr,2078 B.S
"Baluwakhani, Kathmandu",13 Feet,7,4,5.0 Anna,Rs. 3.8 Cr,2074 B.S
"Bhangal , Kathmandu",13 Feet,4,4,4.0 Anna,Rs. 2.9 Cr,2078 B.S
"Mandikhatar, Kathmandu",32 Feet,4,4,3.2 Anna,Rs. 2.75 Cr,2072 B.S
"Sunakothi, Lalitpur",20/6 Feet,2,1,6.0 Anna,Rs. 1.6 Cr,2077 B.S
"Chhaling, Bhaktapur",16 Feet,2,1,4.0 Anna,Rs. 95 Lac,2075 B.S
"Sunakothi, Lalitpur",8 Feet,3,2,4.2 Anna,Rs. 1.25 Cr,2071 B.S
"Panga, Kathmandu",12 Feet,14,4,5.2 Anna,Rs. 3.5 Cr,2058 B.S
"Mandikhatar, Kathmandu",12-18 Feet,6,4,9.0 Anna,Rs. 7.5 Cr,2075 B.S
"Golfutar, Kathmandu",12-18 Feet,5,4,9.0 Anna,Rs. 8 Cr,2077 B.S
"Thankot, Kathmandu",13 Feet,5,4,3.3 Anna,Rs. 1.6 Cr,2075 B.S
"Budhanilkantha, Kathmandu",13/20 Feet,6,4,5.0 Anna,Rs. 3.6 Cr,2071 B.S
"Jyotinagar, Kathmandu",13 Feet,7,4,3.2 Anna,Rs. 2.25 Cr,2078 B.S
"Bhaisepati, Lalitpur",12-18 Feet,4,3,5.1 Anna,Rs. 3.8 Cr,2076 B.S
"Machhegaun , Kathmandu",13 Feet,7,3,3.1 Anna,Rs. 1.05 Cr,2068 B.S
"Sundar basti, Kathmandu",18 Feet,6,4,4.0 Anna,Rs. 2.75 Cr,2077 B.S
"Thulo bharyang, Kathmandu",14 Feet,4,3,3.1 Anna,Rs. 2.5 Cr,2059 B.S
"Chyasal, Lalitpur",13 Feet,7,4,3.0 Anna,Rs. 2.25 Cr,2070 B.S
"Hattiban, Lalitpur",12-18 Feet,4,5,3.3 Anna,Rs. 4.6 Cr,2076 B.S
"Imadol, Lalitpur",16 Feet,5,4,3.1 Anna,Rs. 2.25 Cr,2077 B.S
"Budhanilkantha, Kathmandu",14 Feet,6,5,4.0 Anna,Rs. 3.25 Cr,2059 B.S
"Naya Basti, Kathmandu",12 Feet,5,3,3.3 Anna,Rs. 2.5 Cr,2074 B.S
"Kalanki, Kathmandu",20 Feet,8,5,6.3 Anna,Rs. 4.5 Cr,2066 B.S
"Taukhel, Lalitpur",10-16 Feet,5,5,4.2 Anna,Rs. 3.5 Cr,2073 B.S
"Bhaisepati, Lalitpur",20 Feet,4,4,3.2 Anna,Rs. 2.65 Cr,2060 B.S
"Kapan, Kathmandu",12 Feet,6,5,3.3 Anna,Rs. 2.4 Cr,2072 B.S
"Bhaisepati, Lalitpur",16 Feet,6,5,4.0 Anna,Rs. 3.7 Cr,2067 B.S
"Balkot, Bhaktapur",10 Feet,4,4,6.0 Anna,Rs. 4.25 Cr,2078 B.S
"Mulpani, Kathmandu",20 Feet,5,4,4.0 Anna,Rs. 3.15 Cr,2072 B.S
"Nakhudole, Lalitpur",10 Feet,3,4,4.0 Anna,Rs. 2.75 Cr,2077 B.S
"Basundhara, Kathmandu",14 Feet,7,5,6.0 Anna,Rs. 4.75 Cr,2072 B.S
undefined,13 Feet,6,4,3.3 Anna,Rs. 1.85 Cr,2060 B.S
"Khumaltar, Lalitpur",14/16 Feet,4,5,6.5 Anna,Rs. 7 Cr,2072 B.S
"Kalikasthan, Kathmandu",15 Feet,8,8,4.0 Anna,Rs. 6 Cr,2078 B.S
"Sainbu, Lalitpur",15 Feet,4,5,3.2 Anna,Rs. 3.5 Cr,2078 B.S
"Bansbari, Kathmandu",15 Feet,5,5,10.2 Anna,Rs. 6.2 Cr,2078 B.S
"Bhairabchaur, Kathmandu",12 Feet,4,3,4.0 Anna,Rs. 2.5 Cr,2068 B.S
"Padma Colony, Kathmandu",10 Feet,3,2,5.0 Anna,Rs. 2 Cr,2069 B.S
"Buddha Colony, Kathmandu",13 Feet,5,4,5.0 Anna,Rs. 3.6 Cr,2077 B.S
"Mahadevtar, Kathmandu",20 Feet,6,5,10.2 Anna,Rs. 4.65 Cr,2070 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,5,16.0 Anna,Rs. 6.9 Cr,2078 B.S
"Bhangal , Kathmandu",13 Feet,3,5,5.0 Anna,Rs. 3.4 Cr,2074 B.S
"Dhungedhara, Kathmandu",20 Feet,4,5,9.2 Anna,Rs. 6.5 Cr,2068 B.S
"Thapagaun, Kathmandu",12 Feet,5,3,16.0 Anna,Rs. 65 Lac/Anna,2077 B.S
"Kapan, Kathmandu",12 Feet,6,3,4.2 Anna,Rs. 3.75 Cr,2060 B.S
"Mahadevtar, Kathmandu",20 Feet,6,3,10.1 Anna,Rs. 4.65 Cr,2078 B.S
"Maharajgunj, Kathmandu",12 Feet,12,4,5.0 Anna,Rs. 4.1 Cr,2078 B.S
"Hattiban, Lalitpur",13 Feet,8,4,3.2 Anna,Rs. 3.4 Cr,2074 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,5,4.2 Anna,Rs. 2.85 Cr,2078 B.S
"Sitapaila, Kathmandu",13 Feet,5,3,4.0 Anna,Rs. 1.85 Cr,2077 B.S
"Baneshwor, Kathmandu",12 Feet,3,2,16.0 Anna,Rs. 10 Cr,2077 B.S
"Teku, Kathmandu",10 Feet,7,4,8.1 Anna,Rs. 7.75 Cr,2059 B.S
"Bhutkhel , Kathmandu",20 Feet,7,3,4.0 Anna,Rs. 2.67 Cr,2060 B.S
"Khadka Gaun, Kathmandu",13 Feet,5,3,3.0 Anna,Rs. 2.19 Cr,2078 B.S
"Syuchatar, Kathmandu",13 Feet,6,3,3.0 Anna,Rs. 2.25 Cr,2078 B.S
"Goldhunga, Kathmandu",16 Feet,2,1,3.0 Anna,Rs. 1.3 Cr,2074 B.S
"Bouddha, Kathmandu",18 Feet,6,4,4.0 Anna,Rs. 2.95 Cr,2078 B.S
"Sano thimi, Bhaktapur",12/20 Feet,5,3,3.2 Anna,Rs. 2.15 Cr,2077 B.S
"Dhumbarahi, Kathmandu",13/22 Feet,4,4,10.0 Anna,Rs. 9.5 Cr,2068 B.S
"Satungal, Kathmandu",13 Feet,6,4,3.2 Anna,Rs. 1.85 Cr,2059 B.S
"Gurjudhara, Kathmandu",13 Feet,5,3,2.5 Anna,Rs. 1.65 Cr,2078 B.S
"Naikap, Kathmandu",13 Feet,4,4,3.1 Anna,Rs. 2.1 Cr,2074 B.S
"Dhungeadda, Kathmandu",13 Feet,5,4,3.5 Anna,Rs. 3.3 Cr,2078 B.S
"Grande Hospital, Kathmandu",18 Feet,5,6,8.2 Anna,Rs. 7 Cr,2074 B.S
"Golfutar, Kathmandu",12 Feet,6,3,5.1 Anna,Rs. 2.95 Cr,2072 B.S
"Sukedhara, Kathmandu",12 Feet,4,4,4.0 Anna,Rs. 3 Cr,2077 B.S
"Gatthaghar, Bhaktapur",13 Feet,5,5,4.0 Anna,Rs. 3 Cr,2075 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,5.0 Anna,Rs. 3.6 Cr,2077 B.S
"Bhaisepati, Lalitpur",16 Feet,7,8,5.3 Anna,Rs. 4.95 Cr,2075 B.S
"Koteshwor, Kathmandu",20 Feet,7,4,9.2 Anna,Rs. 6 Cr,2078 B.S
"Panitanki, Kathmandu",12-16 Feet,8,7,4.0 Anna,Rs. 3.7 Cr,2068 B.S
"Nikhileshwor, Kathmandu",16 Feet,5,4,3.2 Anna,Rs. 2.4 Cr,2070 B.S
"Gurjudhara, Kathmandu",10 Feet,5,3,6.0 Anna,Rs. 2.9 Cr,2076 B.S
"Naikap, Kathmandu",32 Feet,2,1,3.1 Anna,Rs. 85 Lac,2074 B.S
"Baniyatar, Kathmandu",12 Feet,4,4,3.0 Anna,Rs. 1.95 Cr,2060 B.S
"Paiyuntar, Kathmandu",13 Feet,2,1,3.2 Anna,Rs. 1.35 Cr,2070 B.S
"Padamsal, Kathmandu",13 Feet,5,4,3.2 Anna,Rs. 2.4 Cr,2078 B.S
"Imadol, Lalitpur",13 Feet,3,3,2.2 Anna,Rs. 1.7 Cr,2077 B.S
"Khichapokhari, Kathmandu",10 Feet,7,4,5.3 Anna,Rs. 3.55 Cr,2065 B.S
"Paiyatar, Kathmandu",13 Feet,11,3,3.0 Anna,Rs. 1.75 Cr,2070 B.S
"Bouddha, Kathmandu",8-14 Feet,8,6,9.2 Anna,Rs. 6.75 Cr,2068 B.S
"Maharajgunj, Kathmandu",14 Feet,6,8,8.1 Anna,Rs. 7.5 Cr,2074 B.S
"Lubhu, Lalitpur",20 Feet,4,3,3 Anna,Rs. 2.9 Cr,2078 B.S
"Bhangal , Kathmandu",13 Feet,4,4,3.0 Anna,Rs. 1.75 Cr,2072 B.S
"Bhangal , Kathmandu",20 Feet,4,5,3.2 Anna,Rs. 2.1 Cr,2077 B.S
"Jyotinagar, Kathmandu",13 Feet,4,4,5.3 Anna,Rs. 3.35 Cr,2075 B.S
"Dhapasi, Kathmandu",12 Feet,5,3,3.0 Anna,Rs. 1.95 Cr,2071 B.S
"Hattiban, Lalitpur",16 Feet,5,4,5.5 Anna,Rs. 5 Cr,2078 B.S
"Nakhipot, Lalitpur",12-18 Feet,6,6,8.2 Anna,Rs. 6 Cr,2075 B.S
"Megha City, Kathmandu",13 Feet,5,5,3.2 Anna,Rs. 2.99 Cr,2075 B.S
"Jarankhu, Kathmandu",12 Feet,5,3,16.0 Anna,Rs. 6.5 Cr,2077 B.S
"Budhanilkantha, Kathmandu",20 Feet,5,2,4.0 Anna,Rs. 2.4 Cr,2074 B.S
"Jaya Bageshwori, Kathmandu",18 Feet,5,5,4.0 Anna,Rs. 3.85 Cr,2061 B.S
"Sallaghari, Bhaktapur",20 Feet,4,4,6.1 Anna,Rs. 3.75 Cr,2074 B.S
"Golfutar, Kathmandu",12 Feet,4,3,9.0 Anna,Rs. 11 Cr,2078 B.S
"Dhungedhara, Kathmandu",13 Feet,5,3,6.0 Anna,Rs. 5.5 Cr,2072 B.S
"Raniban, Kathmandu",18 Feet,5,3,32.0 Anna,Rs. 35 Lac/Anna,2077 B.S
"Dhaneshwor, Kathmandu",13 Feet,2,1,3.0 Anna,Rs. 1.35 Cr,2075 B.S
"Tulsipur, Dang",20 Feet,2,2,0.8 kattha,Rs. 80 Lac,2072 B.S
"Bafal, Kathmandu",13 Feet,3,4,9.2 Anna,Rs. 7 Cr,2060 B.S
"Baluwatar, Kathmandu",12-16 Feet,3,5,3.1 Anna,Rs. 4 Cr,2076 B.S
"Srijnagar, Bhaktapur",20 Feet,7,3,3.2 Anna,Rs. 2.25 Cr,2069 B.S
"Bagdol, Lalitpur",12-18 Feet,4,4,5.0 Anna,Rs. 2.9 Cr,2072 B.S
"Baluwakhani, Kathmandu",12-18 Feet,5,4,4.2 Anna,Rs. 2.6 Cr,2077 B.S
"Ekatabasti, Kathmandu",13 Feet,3,3,5.3 Anna,Rs. 3.3 Cr,2075 B.S
"Mandikhatar, Kathmandu",13 Feet,6,5,3.0 Anna,Rs. 2.1 Cr,2071 B.S
"Bhangal , Kathmandu",16 Feet,4,4,4.0 Anna,Rs. 2.35 Cr,2075 B.S
"Kapan, Kathmandu",10 Feet,2,1,3.0 Anna,Rs. 1.12 Cr,2072 B.S
"Bhangal , Kathmandu",13 Feet,2,1,3.2 Anna,Rs. 1.35 Cr,2060 B.S
"Sukedhara, Kathmandu",13 Feet,4,4,2.2 Anna,Rs. 1.7 Cr,2076 B.S
"Lubhu, Lalitpur",11 Feet,5,3,3.1 Anna,Rs. 1.5 Cr,2069 B.S
"Ram Mandir, Kathmandu",26 Feet,5,4,3.5 Anna,Rs. 3.75 Cr,2077 B.S
"Sano thimi, Bhaktapur",20 Feet,6,6,8.0 Anna,Rs. 5 Cr,2065 B.S
"Chapali, Kathmandu",18 Feet,6,8,5.0 Anna,Rs. 3.90 Cr,2071 B.S
"Kapan, Kathmandu",10 Feet,5,3,4.0 Anna,Rs. 1.9 Cr,2071 B.S
"Paiyatar, Kathmandu",12  Feet,6,4,4.2 Anna,Rs. 2.2 Cr,2077 B.S
"Ganesh Chowk, Kathmandu",13 Feet,4,4,4.2 Anna,Rs. 3.25 Cr,2075 B.S
"Naya Basti, Kathmandu",10 Feet,7,5,5.0 Anna,Rs. 2.8 Cr,2078 B.S
"Thankot, Kathmandu",13 Feet,4,4,4.0 Anna,Rs. 1.65 Cr,2078 B.S
"Hattiban, Lalitpur",20 Feet,2,2,9.0 Anna,Rs. 3.8 Cr,2074 B.S
"Hattiban, Lalitpur",20 Feet,3,3,3.2 Anna,Rs. 3.25 Cr,2078 B.S
"Gaurighat, Kathmandu",10 Feet,9,7,7.0 Anna,Rs. 6 Cr,2077 B.S
"Lolang, Kathmandu",18 Feet,6,3,3.0 Anna,Rs. 1.55 Cr,2068 B.S
"Goldhunga, Kathmandu",13 Feet,5,4,3.0 Anna,Rs. 1.5 Cr,2065 B.S
"Budhanilkantha, Kathmandu",12 Feet,3,3,12.0 Anna,Rs. 7.5 Cr,2075 B.S
"Budhanilkantha, Kathmandu",16 Feet,6,5,9.0 Anna,Rs. 6 Cr,2078 B.S
"Koteshwor, Kathmandu",12 Feet,6,4,2.2 Anna,Rs. 2.75 Cr,2078 B.S
"Bhangal , Kathmandu",13 Feet,5,4,4.1 Anna,Rs. 2.2 Cr,2075 B.S
"Sai Baba chowk, Kathmandu",13 Feet,6,3,4.0 Anna,Rs. 2.5 Cr,2078 B.S
"Greenland Chowk, Kathmandu",10 Feet,7,4,9.0 Anna,Rs. 4.5 Cr,2077 B.S
"Sundar basti, Kathmandu",12 Feet,6,3,3.2 Anna,Rs. 2 Cr,2071 B.S
"Imadol, Lalitpur",20 Feet,5,4,3.0 Anna,Rs. 2.1 Cr,2075 B.S
"Chapali, Kathmandu",12 Feet,5,4,5.0 Anna,Rs. 4.4 Cr,2078 B.S
"Bhaisepati, Lalitpur",16 Feet,3,3,4.0 Anna,Rs. 4 Cr,2078 B.S
"Bhaisepati, Lalitpur",15 Feet,4,4,5.0 Anna,Rs. 3.6 Cr,2058 B.S
"Imadol, Lalitpur",13 Feet,4,3,2.3 Anna,Rs. 1.8 Cr,2078 B.S
"Saraswotinagar, Kathmandu",13 Feet,4,4,7.0 Anna,Rs. 4 Cr,2078 B.S
"Imadol, Lalitpur",16 Feet,6,4,3.2 Anna,Rs. 2.35 Cr,2074 B.S
"Bsthali, Kathmandu",20 Feet,4,5,11.0 Anna,Rs. 7 Cr,2078 B.S
"Bhimsengola, Kathmandu",16 Feet,4,4,7.2 Anna,Rs. 6.5 Cr,2068 B.S
"Special chowk, Kathmandu",12 Feet,5,3,10.0 Anna,Rs. 6.25 Cr,2077 B.S
"Chandol, Kathmandu",16 Feet,4,3,4.0 Anna,Rs. 3.4 Cr,2078 B.S
"Bhaisepati, Lalitpur",13 Feet,4,5,3.2 Anna,Rs. 2.45 Cr,2074 B.S
"Hattiban, Lalitpur",12-18 Feet,8,3,6.1 Anna,Rs. 2.6 Cr,2078 B.S
"Kadaghari, Kathmandu",13 Feet,6,3,3.0 Anna,Rs. 2.4 Cr,2078 B.S
"Machhapokhari, Kathmandu",10-14 Feet,6,3,7.0 Anna,Rs. 4.9 Cr,2078 B.S
"Bhangal , Kathmandu",13 Feet,5,3,3.1 Anna,Rs. 1.85 Cr,2074 B.S
"Sundar basti, Kathmandu",13 Feet,5,5,3.1 Anna,Rs. 2 Cr,2071 B.S
"Dhobighat, Lalitpur",20/14 Feet,5,4,3.0 Anna,Rs. 3.5 Cr,2062 B.S
"Sipadol, Bhaktapur",13 Feet,5,3,4.1 Anna,Rs. 2.2 Cr,2077 B.S
"Bansbari, Kathmandu",20 Feet,6,3,7.2 Anna,Rs. 5.2 Cr,2076 B.S
"Kupandole, Lalitpur",9 Feet,9,4,17.2 Anna,Rs. 8 Cr,2076 B.S
"Tathali, Bhaktapur",12/13 Feet,8,3,4.2 Anna,Rs. 1.9 Cr,2078 B.S
"Bhatkepati, Kathmandu",20 Feet,4,4,6.0 Anna,Rs. 2.5 Cr,2062 B.S
"Dadhikot, Bhaktapur",20 Feet,12,4,4.0 Anna,Rs. 2.5 Cr,2078 B.S
"Dhungeadda, Kathmandu",13 Feet,7,4,4.1 Anna,Rs. 2.98 Cr,2078 B.S
"Kusunti, Lalitpur",20 Feet,4,4,4.3 Anna,Rs. 3.1 Cr,2065 B.S
"Chabahil, Kathmandu",20 Feet,8,6,4.2 Anna,Rs. 3.2 Cr,2076 B.S
"Sitapaila, Kathmandu",20 Feet,4,4,3.2 Anna,Rs. 2.7 Cr,2078 B.S
"Radhe Radhe, Bhaktapur",20 Feet,4,4,4.3 Anna,Rs. 2.7 Cr,2077 B.S
"Imadol, Lalitpur",13 Feet,6,4,4.0 Anna,Rs. 2.3 Cr,2076 B.S
"Chhauni, Kathmandu",10/16 Feet,2,2,5.0 Anna,Rs. 55 Lac/Anna,2076 B.S
"Budhanilkantha, Kathmandu",12-18 Feet,4,4,5.0 Anna,Rs. 3.8 Cr,2062 B.S
"Nakkhu, Lalitpur",13 Feet,3,3,3.0 Anna,Rs. 2.3 Cr,2078 B.S
"Golfutar, Kathmandu",13 Feet,3,1,4.0 Anna,Rs. 1.6 Cr,2074 B.S
"Nakkhu, Lalitpur",14 Feet,4,4,4.0 Anna,Rs. 3 Cr,2078 B.S
"Jarankhu, Kathmandu",12 Feet,5,3,16.0 Anna,Rs. 6.5 Cr,2077 B.S
"Sundar basti, Kathmandu",12 Feet,4,2,4.0 Anna,Rs. 2.5 Cr,2062 B.S
"Basundhara, Kathmandu",14-20 Feet,4,4,7.1 Anna,Rs. 15 Cr,2068 B.S
"Bhaisepati, Lalitpur",10/15 Feet,4,5,5.0 Anna,Rs. 4.25 Cr,2078 B.S
"Kusunti, Lalitpur",15 Feet,5,3,4.0 Anna,Rs. 2.75 Cr,2074 B.S
"Bhaisepati, Lalitpur",13 Feet,4,4,5.0 Anna,Rs. 3.6 Cr,2064 B.S
"Nakkhu, Lalitpur",13 Feet,3,3,3.0 Anna,Rs. 2.3 Cr,2054 B.S
"Dhapakhel, Lalitpur",20 Feet,7,5,4.0 Anna,Rs. 2.9 Cr,2074 B.S
"Imadol, Lalitpur",13 Feet,7,3,5.2 Anna,Rs. 2.5 Cr,2068 B.S
"Samakhusi, Kathmandu",12-18 Feet,10,4,6.1 Anna,Rs. 3.4 Cr,2077 B.S
"Sukedhara, Kathmandu",25 Feet,10,3,3.1 Anna,Rs. 2.8 Cr,2078 B.S
"Imadol, Lalitpur",16 Feet,6,4,5.3 Anna,Rs. 2.95 Cr,2078 B.S
"Bhaisepati, Lalitpur",13 Feet,5,3,5.0 Anna,Rs. 3.35 Cr,2074 B.S
"Sallaghari, Bhaktapur",13 Feet,6,3,4.0 Anna,Rs. 2.5 Cr,2062 B.S
"Srij Chowk, Kathmandu",8 Feet,5,3,3.3 Anna,Rs. 1.6 Cr,2072 B.S
"Dhungedhara, Kathmandu",13 Feet,5,6,4.0 Anna,Rs. 2.75 Cr,2078 B.S
"Sukedhara, Kathmandu",13 Feet,5,3,2.3 Anna,Rs. 1.6 Cr,2078 B.S
"Mulpani, Kathmandu",8 Feet,5,3,3.0 Anna,Rs. 1.4 Cr,2062 B.S
"Maharajgunj, Kathmandu",12-18 Feet,5,6,7.0 Anna,Rs. 6 Cr,2068 B.S
"Dahachowk, Kathmandu",18 Feet,4,3,2.4 Anna,Rs. 1.8 Cr,2078 B.S
"Bhaisepati, Lalitpur",18-20 Feet,5,4,5.2 Anna,Rs. 5.75 Cr,2078 B.S
"Thecho, Lalitpur",12 Feet,7,5,5.3 Anna,Rs. 2.75 Cr,2064 B.S
"Nakhipot, Lalitpur",15 Feet,4,4,3.1 Anna,Rs. 2.35 Cr,2054 B.S
"Dhapasi, Kathmandu",28 Feet,5,5,4.0 Anna,Rs. 3 Cr,2077 B.S
"Deuba Chowk, Kathmandu",15 Feet,4,5,6.0 Anna,Rs. 4.7 Cr,2078 B.S
"Shankhamul, Kathmandu",12 Feet,12,6,3.0 Anna,Rs. 5.1 Cr,2078 B.S
"Kamalbinayak, Bhaktapur",13 Feet,9,6,4.2 Anna,Rs. 3.99 Cr,2074 B.S
"Mahadevtar, Kathmandu",12 Feet,14,7,7.2 Anna,Rs. 4.25 Cr,2078 B.S
"Hattigaunda, Kathmandu",16-20 Feet,5,5,2800 sq. ft,Rs. 1.74 Lac,2078 B.S
"Khumaltar, Lalitpur",13 Feet,4,5,5.0 Anna,Rs. 2.85 Cr,2074 B.S
"Ram Mandir, Kathmandu",16 Feet,6,4,5.0 Anna,Rs. 2.85 Cr,2077 B.S
"Bagbazar, Kathmandu",20 Feet,4,4,2.0 Anna,Rs. 2.6 Cr,2060 B.S
"Khusibu, Kathmandu",13 Feet,6,3,2.2 Anna,Rs. 2.25 Cr,2072 B.S
"Chhauni, Kathmandu",14 Feet,4,3,4.2 Anna,Rs. 3.1 Cr,2073 B.S
"Chhauni, Kathmandu",12 Feet,5,5,12.2 Anna,Rs. 8.5 Cr,2077 B.S
"Hattiban, Lalitpur",12 Feet,5,3,4.1 Anna,Rs. 2.25 Cr,2074 B.S
"Gurjudhara, Kathmandu",13 Feet,4,4,3.0 Anna,Rs. 1.55 Cr,2072 B.S
"Hattigaunda, Kathmandu",15 Feet,5,5,4.0 Anna,Rs. 3.25 Cr,2073 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,8,12.0 Anna,Rs. 10 Cr,2072 B.S
"Tinkune, Kathmandu",16 Feet,6,4,4.2 Anna,Rs. 4.5 Cr,2072 B.S
"Kirtipur, Kathmandu",12-18 Feet,6,4,10.0 Anna,Rs. 2.85 Cr,2073 B.S
"Sanepa, Lalitpur",8-12 Feet,6,6,8.0 Anna,Rs. 6.8 Cr,2072 B.S
"Dhungeadda, Kathmandu",12 Feet,5,6,16.0 Anna,Rs. 7.25 Cr,2078 B.S
"Hattiban, Lalitpur",13 Feet,6,6,4.1 Anna,Rs. 2.87 Cr,2078 B.S
"Basundhara, Kathmandu",20 Feet,7,6,12.0 Anna,Rs. 9.2 Cr,2065 B.S
"Durgapur, Jhapa",30 Feet,3,1,1250 sq. ft,Rs. 38 Lac,2065 B.S
"Ganesh Chowk, Kathmandu",15 Feet,4,4,4.0 Anna,Rs. 3.2 Cr,2077 B.S
"Grande Villa, Kathmandu",21 Feet,3,2,3.1 Anna,Rs. 2.45 Cr,2071 B.S
"Budhanilkantha, Kathmandu",12-18 Feet,4,7,7.0 Anna,Rs. 5.9 Cr,2071 B.S
"Nakkhu, Lalitpur",15 Feet,4,4,4.1 Anna,Rs. 3.3 Cr,2068 B.S
"Kusunti, Lalitpur",15 Feet,5,3,4.0 Anna,Rs. 2.7 Cr,2062 B.S
"Kusunti, Lalitpur",15 Feet,4,3,3.2 Anna,Rs. 2.4 Cr,2077 B.S
"Mulpani, Kathmandu",12 Feet,8,6,4.2 Anna,Rs. 2.95 Cr,2076 B.S
"Gorkarneshwor, Kathmandu",11 Feet,8,4,4.0 Anna,Rs. 2.7 Cr,2072 B.S
"Syuchatar, Kathmandu",16 Feet,4,3,5.0 Anna,Rs. 2.5 Cr,2071 B.S
"Ganesh Chowk, Kathmandu",13 Feet,5,5,5.0 Anna,Rs. 3.5 Cr,2062 B.S
"Ganesh Chowk, Kathmandu",15 Feet,5,5,4.2 Anna,Rs. 3.2 Cr,2074 B.S
"Mbahadur Marga, Kathmandu",12-18 Feet,3,4,3.2 Anna,Rs. 2.3 Cr,2070 B.S
"Narayanthan , Kathmandu",13 Feet,4,5,7.2 Anna,Rs. 5.5 Cr,2060 B.S
"Narayanthan , Kathmandu",13 Feet,5,5,4.0 Anna,Rs. 3.5 Cr,2077 B.S
"Nakkhu, Lalitpur",20 Feet,4,5,3.0 Anna,Rs. 2.35 Cr,2074 B.S
"Nakkhu, Lalitpur",16 Feet,4,3,3.0 Anna,Rs. 2.3 Cr,2076 B.S
"Bhaisepati, Lalitpur",16 Feet,4,4,4.3 Anna,Rs. 2.8 Cr,2062 B.S
"Kusunti, Lalitpur",15 Feet,4,4,3.1 Anna,Rs. 2.35 Cr,2077 B.S
"Shankhamul, Kathmandu",13 Feet,7,3,4.0 Anna,Rs. 4 Cr,2058 B.S
"Hattiban, Lalitpur",12 Feet,6,4,4.0 Anna,Rs. 2.15 Cr,2071 B.S
"Gothatar, Kathmandu",20 Feet,4,3,6.0 Anna,Rs. 4 Cr,2068 B.S
"Syuchatar, Kathmandu",13 Feet,6,3,3.0 Anna,Rs. 2.05 Cr,2068 B.S
"Mandikhatar, Kathmandu",18 Feet,6,4,5.0 Anna,Rs. 4.5 Cr,2071 B.S
"Swoyambhu, Kathmandu",22 Feet,6,3,12.3 Anna,Rs. 62 Lac/Anna,2068 B.S
"Bhaisepati, Lalitpur",12-15 Feet,4,3,3.0 Anna,Rs. 2.4 Cr,2062 B.S
"Nakkhu, Lalitpur",13-16 Feet,7,4,4.0 Anna,Rs. 3.25 Cr,2071 B.S
"Nakhipot, Lalitpur",20 Feet,8,6,7.0 Anna,Rs. 8 Cr,2068 B.S
"Mahadevsthan, Kathmandu",10 Feet,2,1,3.0 Anna,Rs. 1.05 Cr,2062 B.S
"Hattiban, Lalitpur",13 Feet,3,3,4.0 Anna,Rs. 2.11 Cr,2077 B.S
"Kapan Gumba, Kathmandu",13 Feet,3,2,3.2 Anna,Rs. 1.4 Cr,2071 B.S
"Narayantar, Kathmandu",16-20 Feet,3,4,4.2 Anna,Rs. 2.75 Cr,2068 B.S
"Thaiba, Lalitpur",20 Feet,4,4,6.0 Anna,Rs. 4.85 Cr,2072 B.S
"Dhumbarahi, Kathmandu",15 Feet,4,5,16.0 Anna,Rs. 13 Cr,2068 B.S
"Narephat, Kathmandu",13 Feet,6,4,6.0 Anna,Rs. 3.85 Cr,2071 B.S
"Sanobharyang, Kathmandu",12 Feet,7,3,5.1 Anna,Rs. 1.85 Cr,2068 B.S
"Sitapaila, Kathmandu",14 Feet,5,3,6.5 Anna,Rs. 7 Cr,2062 B.S
"Chandol, Kathmandu",18 Feet,5,3,6.0 Anna,Rs. 4.6 Cr,2074 B.S
"Budhanilkantha, Kathmandu",13 Feet,7,5,8.6 Anna,Rs. 11.5 Cr,2070 B.S
"Bhaisepati, Lalitpur",16 Feet,6,6,4.0 Anna,Rs. 3.75 Cr,2060 B.S
"Imadol, Lalitpur",14/22 Feet,4,4,4.0 Anna,Rs. 2.4 Cr,2077 B.S
"Narayanthan , Kathmandu",14 Feet,6,3,11.0 Anna,Rs. 8 Cr,2076 B.S
"Naxal, Kathmandu",16 Feet,5,5,17.0 Anna,Rs. 13.5 Cr,2060 B.S
"Dhapasi, Kathmandu",20 Feet,6,4,6.0 Anna,Rs. 3.3 Cr,2052 B.S
"Hepali Height, Kathmandu",14 Feet,6,4,4.0 Anna,Rs. 3.3 Cr,2054 B.S
"Sitapaila, Kathmandu",16 Feet,4,4,4.2 Anna,Rs. 2.4 Cr,2076 B.S
"Bafal, Kathmandu",13-20 Feet,7,4,5.2 Anna,Rs. 4.6 Cr,2074 B.S
"Makalbari, Kathmandu",12 Feet,6,5,2.2 Anna,Rs. 1.7 Cr,2070 B.S
"Karyabinayak, Lalitpur",20 Feet,4,5,4.0 Anna,Rs. 3.25 Cr,2060 B.S
"Mulpani, Kathmandu",14 Feet,4,5,4.1 Anna,Rs. 2.25 Cr,2075 B.S
"Narayanthan , Kathmandu",18-20 Feet,4,4,6.0 Anna,Rs. 4.5 Cr,2076 B.S
